DB,DB Object ID,DB Object Symbol,Qualifier,GO ID,DB:Reference,Evidence Code,With (or) From,Aspect,DB Object Name,DB Object Synonym,DB Object Type,Taxon,Date,Assigned By,Annotation Extension,Gene Product Form ID
UniProtKB,D5D926,pdxS,,GO:0036381,GO_REF:0000003,IEA,EC:4.3.3.6,F,Pyridoxal 5'-phosphate synthase subunit PdxS,pdxS|BMD_0015,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D926,pdxS,,GO:0036381,GO_REF:0000104,IEA,UniRule:UR000001432,F,Pyridoxal 5'-phosphate synthase subunit PdxS,pdxS|BMD_0015,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D926,pdxS,,GO:0042819,GO_REF:0000002,IEA,InterPro:IPR001852,P,Pyridoxal 5'-phosphate synthase subunit PdxS,pdxS|BMD_0015,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D926,pdxS,,GO:0042823,GO_REF:0000002,IEA,InterPro:IPR001852,P,Pyridoxal 5'-phosphate synthase subunit PdxS,pdxS|BMD_0015,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D926,pdxS,,GO:0042823,GO_REF:0000041,IEA,UniPathway:UPA00245,P,Pyridoxal 5'-phosphate synthase subunit PdxS,pdxS|BMD_0015,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D926,pdxS,,GO:0042823,GO_REF:0000104,IEA,UniRule:UR000001432,P,Pyridoxal 5'-phosphate synthase subunit PdxS,pdxS|BMD_0015,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D927,pdxT,,GO:0004359,GO_REF:0000002,IEA,InterPro:IPR002161,F,Pyridoxal 5'-phosphate synthase subunit PdxT,pdxT|BMD_0016,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D927,pdxT,,GO:0004359,GO_REF:0000003,IEA,EC:3.5.1.2,F,Pyridoxal 5'-phosphate synthase subunit PdxT,pdxT|BMD_0016,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D927,pdxT,,GO:0004359,GO_REF:0000104,IEA,UniRule:UR000079265,F,Pyridoxal 5'-phosphate synthase subunit PdxT,pdxT|BMD_0016,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D927,pdxT,,GO:0006541,GO_REF:0000038,IEA,UniProtKB-KW:KW-0315,P,Pyridoxal 5'-phosphate synthase subunit PdxT,pdxT|BMD_0016,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D927,pdxT,,GO:0006543,GO_REF:0000104,IEA,UniRule:UR000079265,P,Pyridoxal 5'-phosphate synthase subunit PdxT,pdxT|BMD_0016,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D927,pdxT,,GO:0016740,GO_REF:0000038,IEA,UniProtKB-KW:KW-0808,F,Pyridoxal 5'-phosphate synthase subunit PdxT,pdxT|BMD_0016,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D927,pdxT,,GO:0016787,GO_REF:0000038,IEA,UniProtKB-KW:KW-0378,F,Pyridoxal 5'-phosphate synthase subunit PdxT,pdxT|BMD_0016,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D927,pdxT,,GO:0016829,GO_REF:0000038,IEA,UniProtKB-KW:KW-0456,F,Pyridoxal 5'-phosphate synthase subunit PdxT,pdxT|BMD_0016,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D927,pdxT,,GO:0036381,GO_REF:0000003,IEA,EC:4.3.3.6,F,Pyridoxal 5'-phosphate synthase subunit PdxT,pdxT|BMD_0016,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D927,pdxT,,GO:0036381,GO_REF:0000104,IEA,UniRule:UR000079265,F,Pyridoxal 5'-phosphate synthase subunit PdxT,pdxT|BMD_0016,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D927,pdxT,,GO:0042819,GO_REF:0000002,IEA,InterPro:IPR002161,P,Pyridoxal 5'-phosphate synthase subunit PdxT,pdxT|BMD_0016,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D927,pdxT,,GO:0042823,GO_REF:0000002,IEA,InterPro:IPR002161,P,Pyridoxal 5'-phosphate synthase subunit PdxT,pdxT|BMD_0016,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D927,pdxT,,GO:0042823,GO_REF:0000041,IEA,UniPathway:UPA00245,P,Pyridoxal 5'-phosphate synthase subunit PdxT,pdxT|BMD_0016,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D927,pdxT,,GO:0042823,GO_REF:0000104,IEA,UniRule:UR000079265,P,Pyridoxal 5'-phosphate synthase subunit PdxT,pdxT|BMD_0016,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D928,serS,,GO:0000166,GO_REF:0000002,IEA,InterPro:IPR002314|InterPro:IPR002317|InterPro:IPR010978,F,Serine--tRNA ligase,serS|BMD_0017,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D928,serS,,GO:0000166,GO_REF:0000038,IEA,UniProtKB-KW:KW-0547,F,Serine--tRNA ligase,serS|BMD_0017,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D928,serS,,GO:0004812,GO_REF:0000002,IEA,InterPro:IPR002314,F,Serine--tRNA ligase,serS|BMD_0017,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D928,serS,,GO:0004812,GO_REF:0000038,IEA,UniProtKB-KW:KW-0030,F,Serine--tRNA ligase,serS|BMD_0017,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D928,serS,,GO:0004828,GO_REF:0000002,IEA,InterPro:IPR002317,F,Serine--tRNA ligase,serS|BMD_0017,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D928,serS,,GO:0004828,GO_REF:0000003,IEA,EC:6.1.1.11,F,Serine--tRNA ligase,serS|BMD_0017,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D928,serS,,GO:0004828,GO_REF:0000104,IEA,UniRule:UR000079193,F,Serine--tRNA ligase,serS|BMD_0017,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D928,serS,,GO:0005524,GO_REF:0000002,IEA,InterPro:IPR002314|InterPro:IPR002317,F,Serine--tRNA ligase,serS|BMD_0017,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D928,serS,,GO:0005524,GO_REF:0000038,IEA,UniProtKB-KW:KW-0067,F,Serine--tRNA ligase,serS|BMD_0017,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D928,serS,,GO:0005524,GO_REF:0000104,IEA,UniRule:UR000079193,F,Serine--tRNA ligase,serS|BMD_0017,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D928,serS,,GO:0005737,GO_REF:0000038,IEA,UniProtKB-KW:KW-0963,C,Serine--tRNA ligase,serS|BMD_0017,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D928,serS,,GO:0005737,GO_REF:0000040,IEA,UniProtKB-SubCell:SL-0086,C,Serine--tRNA ligase,serS|BMD_0017,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D928,serS,,GO:0005737,GO_REF:0000104,IEA,UniRule:UR000079193,C,Serine--tRNA ligase,serS|BMD_0017,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D928,serS,,GO:0006412,GO_REF:0000038,IEA,UniProtKB-KW:KW-0648,P,Serine--tRNA ligase,serS|BMD_0017,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D928,serS,,GO:0006418,GO_REF:0000002,IEA,InterPro:IPR002314,P,Serine--tRNA ligase,serS|BMD_0017,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D928,serS,,GO:0006434,GO_REF:0000002,IEA,InterPro:IPR002317,P,Serine--tRNA ligase,serS|BMD_0017,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D928,serS,,GO:0006434,GO_REF:0000104,IEA,UniRule:UR000079193,P,Serine--tRNA ligase,serS|BMD_0017,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D928,serS,,GO:0016260,GO_REF:0000104,IEA,UniRule:UR000079193,P,Serine--tRNA ligase,serS|BMD_0017,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D928,serS,,GO:0016874,GO_REF:0000038,IEA,UniProtKB-KW:KW-0436,F,Serine--tRNA ligase,serS|BMD_0017,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D928,serS,,GO:0097056,GO_REF:0000041,IEA,UniPathway:UPA00906,P,Serine--tRNA ligase,serS|BMD_0017,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D929,dck,,GO:0000166,GO_REF:0000038,IEA,UniProtKB-KW:KW-0547,F,dNK domain-containing protein,dck|BMD_0019,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D929,dck,,GO:0004137,GO_REF:0000003,IEA,EC:2.7.1.74,F,dNK domain-containing protein,dck|BMD_0019,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D929,dck,,GO:0005524,GO_REF:0000002,IEA,InterPro:IPR002624,F,dNK domain-containing protein,dck|BMD_0019,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D929,dck,,GO:0005524,GO_REF:0000038,IEA,UniProtKB-KW:KW-0067,F,dNK domain-containing protein,dck|BMD_0019,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D929,dck,,GO:0006139,GO_REF:0000002,IEA,InterPro:IPR002624,P,dNK domain-containing protein,dck|BMD_0019,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D929,dck,,GO:0009157,GO_REF:0000108,IEA,GO:0004137,P,dNK domain-containing protein,dck|BMD_0019,protein,taxon:592022,20191215,GOC,,
UniProtKB,D5D929,dck,,GO:0009165,GO_REF:0000108,IEA,GO:0019206,P,dNK domain-containing protein,dck|BMD_0019,protein,taxon:592022,20191215,GOC,,
UniProtKB,D5D929,dck,,GO:0016301,GO_REF:0000038,IEA,UniProtKB-KW:KW-0418,F,dNK domain-containing protein,dck|BMD_0019,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D929,dck,,GO:0016310,GO_REF:0000038,IEA,UniProtKB-KW:KW-0418,P,dNK domain-containing protein,dck|BMD_0019,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D929,dck,,GO:0016740,GO_REF:0000038,IEA,UniProtKB-KW:KW-0808,F,dNK domain-containing protein,dck|BMD_0019,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D929,dck,,GO:0019206,GO_REF:0000002,IEA,InterPro:IPR002624,F,dNK domain-containing protein,dck|BMD_0019,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D930,dgk,,GO:0000166,GO_REF:0000038,IEA,UniProtKB-KW:KW-0547,F,dNK domain-containing protein,dgk|BMD_0020,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D930,dgk,,GO:0004138,GO_REF:0000003,IEA,EC:2.7.1.113,F,dNK domain-containing protein,dgk|BMD_0020,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D930,dgk,,GO:0005524,GO_REF:0000002,IEA,InterPro:IPR002624,F,dNK domain-containing protein,dgk|BMD_0020,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D930,dgk,,GO:0005524,GO_REF:0000038,IEA,UniProtKB-KW:KW-0067,F,dNK domain-containing protein,dgk|BMD_0020,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D930,dgk,,GO:0006139,GO_REF:0000002,IEA,InterPro:IPR002624,P,dNK domain-containing protein,dgk|BMD_0020,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D930,dgk,,GO:0009157,GO_REF:0000108,IEA,GO:0004138,P,dNK domain-containing protein,dgk|BMD_0020,protein,taxon:592022,20191215,GOC,,
UniProtKB,D5D930,dgk,,GO:0009165,GO_REF:0000108,IEA,GO:0019206,P,dNK domain-containing protein,dgk|BMD_0020,protein,taxon:592022,20191215,GOC,,
UniProtKB,D5D930,dgk,,GO:0016301,GO_REF:0000038,IEA,UniProtKB-KW:KW-0418,F,dNK domain-containing protein,dgk|BMD_0020,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D930,dgk,,GO:0016310,GO_REF:0000038,IEA,UniProtKB-KW:KW-0418,P,dNK domain-containing protein,dgk|BMD_0020,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D930,dgk,,GO:0016740,GO_REF:0000038,IEA,UniProtKB-KW:KW-0808,F,dNK domain-containing protein,dgk|BMD_0020,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D930,dgk,,GO:0019206,GO_REF:0000002,IEA,InterPro:IPR002624,F,dNK domain-containing protein,dgk|BMD_0020,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D931,yaaH,,GO:0005975,GO_REF:0000002,IEA,InterPro:IPR001223,P,Spore germination protein YaaH,yaaH|BMD_0021,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D931,yaaH,,GO:0008061,GO_REF:0000002,IEA,InterPro:IPR011583,F,Spore germination protein YaaH,yaaH|BMD_0021,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D931,yaaH,,GO:0008152,GO_REF:0000038,IEA,UniProtKB-KW:KW-0326,P,Spore germination protein YaaH,yaaH|BMD_0021,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D931,yaaH,,GO:0016787,GO_REF:0000038,IEA,UniProtKB-KW:KW-0378,F,Spore germination protein YaaH,yaaH|BMD_0021,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D931,yaaH,,GO:0016798,GO_REF:0000038,IEA,UniProtKB-KW:KW-0326,F,Spore germination protein YaaH,yaaH|BMD_0021,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D932,BMD_0022,,GO:0003824,GO_REF:0000002,IEA,InterPro:IPR000868|InterPro:IPR036380,F,Isochorismatase domain-containing protein,BMD_0022,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D932,BMD_0022,,GO:0016787,GO_REF:0000038,IEA,UniProtKB-KW:KW-0378,F,Isochorismatase domain-containing protein,BMD_0022,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D933,tadA,,GO:0002100,GO_REF:0000002,IEA,InterPro:IPR028883,P,tRNA-specific adenosine deaminase,tadA|BMD_0023,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D933,tadA,,GO:0002100,GO_REF:0000104,IEA,UniRule:UR000112792,P,tRNA-specific adenosine deaminase,tadA|BMD_0023,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D933,tadA,,GO:0003824,GO_REF:0000002,IEA,InterPro:IPR016193,F,tRNA-specific adenosine deaminase,tadA|BMD_0023,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D933,tadA,,GO:0008033,GO_REF:0000038,IEA,UniProtKB-KW:KW-0819,P,tRNA-specific adenosine deaminase,tadA|BMD_0023,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D933,tadA,,GO:0008251,GO_REF:0000002,IEA,InterPro:IPR028883,F,tRNA-specific adenosine deaminase,tadA|BMD_0023,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D933,tadA,,GO:0008270,GO_REF:0000002,IEA,InterPro:IPR016192,F,tRNA-specific adenosine deaminase,tadA|BMD_0023,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D933,tadA,,GO:0008270,GO_REF:0000104,IEA,UniRule:UR000112792,F,tRNA-specific adenosine deaminase,tadA|BMD_0023,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D933,tadA,,GO:0016787,GO_REF:0000002,IEA,InterPro:IPR016192,F,tRNA-specific adenosine deaminase,tadA|BMD_0023,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5D933,tadA,,GO:0016787,GO_REF:0000038,IEA,UniProtKB-KW:KW-0378,F,tRNA-specific adenosine deaminase,tadA|BMD_0023,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D933,tadA,,GO:0046872,GO_REF:0000038,IEA,UniProtKB-KW:KW-0479,F,tRNA-specific adenosine deaminase,tadA|BMD_0023,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D933,tadA,,GO:0052717,GO_REF:0000104,IEA,UniRule:UR000112792,F,tRNA-specific adenosine deaminase,tadA|BMD_0023,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5D934,dnaX,,GO:0000166,GO_REF:0000038,IEA,UniProtKB-KW:KW-0547,F,DNA polymerase III subunit gamma/tau,dnaX|BMD_0024,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5DAK3,mecA,,GO:0030420,GO_REF:0000038,IEA,UniProtKB-KW:KW-0178,P,Adapter protein MecA,mecA|BMD_0719,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5DAK3,mecA,,GO:0045808,GO_REF:0000104,IEA,UniRule:UR000030615,P,Adapter protein MecA,mecA|BMD_0719,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5DCP9,comK,,GO:0030420,GO_REF:0000002,IEA,InterPro:IPR010461,P,Competence transcription factor K,comK|BMD_1137,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5DL43,mecB,,GO:0030420,GO_REF:0000038,IEA,UniProtKB-KW:KW-0178,P,Adapter protein MecA,mecB|mecA|BMD_4341,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5DL43,mecB,,GO:0045808,GO_REF:0000104,IEA,UniRule:UR000030615,P,Adapter protein MecA,mecB|mecA|BMD_4341,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5DMH5,comGD,,GO:0030420,GO_REF:0000002,IEA,InterPro:IPR016785,P,ComG operon protein,comGD|BMD_4478,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5DMH6,comGC,,GO:0030420,GO_REF:0000002,IEA,InterPro:IPR016940,P,ComG operon protein 3,comGC|BMD_4479,protein,taxon:592022,20191214,InterPro,,
UniProtKB,D5DMH6,comGC,,GO:0030420,GO_REF:0000038,IEA,UniProtKB-KW:KW-0178,P,ComG operon protein 3,comGC|BMD_4479,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5DMH6,comGC,,GO:0030420,GO_REF:0000104,IEA,UniRule:UR000273307,P,ComG operon protein 3,comGC|BMD_4479,protein,taxon:592022,20191214,UniProt,,
UniProtKB,D5DMQ3,comEC,,GO:0030420,GO_REF:0000002,IEA,InterPro:IPR004797,P,Lactamase_B domain-containing protein,comEC|BMD_4561,protein,taxon:592022,20191214,InterPro,,
UniProtKB,A0A2K4Z9G8,cmpA,,GO:0030435,GO_REF:0000037,IEA,UniProtKB-KW:KW-0749,P,Cortex morphogenetic protein A,cmpA|BSU_04785,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9G8,cmpA,,GO:0042763,GO_REF:0000039,IEA,UniProtKB-SubCell:SL-0119,C,Cortex morphogenetic protein A,cmpA|BSU_04785,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9H7,BSU_02585,,GO:0016020,GO_REF:0000038,IEA,UniProtKB-KW:KW-0472,C,Uncharacterized protein,BSU_02585,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9H7,BSU_02585,,GO:0016021,GO_REF:0000038,IEA,UniProtKB-KW:KW-0812,C,Uncharacterized protein,BSU_02585,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9H8,BSU_17689,,GO:0016020,GO_REF:0000038,IEA,UniProtKB-KW:KW-0472,C,Uncharacterized protein,BSU_17689,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9H8,BSU_17689,,GO:0016021,GO_REF:0000038,IEA,UniProtKB-KW:KW-0812,C,Uncharacterized protein,BSU_17689,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9H9,BSU_17099,,GO:0016020,GO_REF:0000038,IEA,UniProtKB-KW:KW-0472,C,Uncharacterized protein,BSU_17099,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9H9,BSU_17099,,GO:0016021,GO_REF:0000038,IEA,UniProtKB-KW:KW-0812,C,Uncharacterized protein,BSU_17099,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9I1,BSU_12875,,GO:0016020,GO_REF:0000038,IEA,UniProtKB-KW:KW-0472,C,Uncharacterized protein,BSU_12875,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9I1,BSU_12875,,GO:0016021,GO_REF:0000038,IEA,UniProtKB-KW:KW-0812,C,Uncharacterized protein,BSU_12875,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9I3,BSU_11525,,GO:0016020,GO_REF:0000038,IEA,UniProtKB-KW:KW-0472,C,Uncharacterized protein,BSU_11525,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9I3,BSU_11525,,GO:0016021,GO_REF:0000038,IEA,UniProtKB-KW:KW-0812,C,Uncharacterized protein,BSU_11525,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9J4,BSU_18689,,GO:0016020,GO_REF:0000038,IEA,UniProtKB-KW:KW-0472,C,Uncharacterized protein,BSU_18689,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9J4,BSU_18689,,GO:0016021,GO_REF:0000038,IEA,UniProtKB-KW:KW-0812,C,Uncharacterized protein,BSU_18689,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9J5,bsrE,,GO:0016020,GO_REF:0000038,IEA,UniProtKB-KW:KW-0472,C,Type I toxin (BsrE/AsrE),bsrE|BSU_18978,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9J5,bsrE,,GO:0016021,GO_REF:0000038,IEA,UniProtKB-KW:KW-0812,C,Type I toxin (BsrE/AsrE),bsrE|BSU_18978,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9J8,BSU_22205,,GO:0016020,GO_REF:0000038,IEA,UniProtKB-KW:KW-0472,C,Uncharacterized protein,BSU_22205,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9J8,BSU_22205,,GO:0016021,GO_REF:0000038,IEA,UniProtKB-KW:KW-0812,C,Uncharacterized protein,BSU_22205,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9K4,bsrH,,GO:0016020,GO_REF:0000038,IEA,UniProtKB-KW:KW-0472,C,Skin region type I toxin,bsrH|BSU_26055,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9K4,bsrH,,GO:0016021,GO_REF:0000038,IEA,UniProtKB-KW:KW-0812,C,Skin region type I toxin,bsrH|BSU_26055,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9M4,lysCB,,GO:0004072,GO_REF:0000003,IEA,EC:2.7.2.4,F,Aspartokinase II beta subunit (Aa 246->408),lysCB|BSU_28475,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9M4,lysCB,,GO:0016301,GO_REF:0000038,IEA,UniProtKB-KW:KW-0418,F,Aspartokinase II beta subunit (Aa 246->408),lysCB|BSU_28475,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9M4,lysCB,,GO:0016310,GO_REF:0000038,IEA,UniProtKB-KW:KW-0418,P,Aspartokinase II beta subunit (Aa 246->408),lysCB|BSU_28475,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9M4,lysCB,,GO:0016740,GO_REF:0000038,IEA,UniProtKB-KW:KW-0808,F,Aspartokinase II beta subunit (Aa 246->408),lysCB|BSU_28475,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9N5,BSU_34399,,GO:0016020,GO_REF:0000038,IEA,UniProtKB-KW:KW-0472,C,Uncharacterized protein,BSU_34399,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2K4Z9N5,BSU_34399,,GO:0016021,GO_REF:0000038,IEA,UniProtKB-KW:KW-0812,C,Uncharacterized protein,BSU_34399,protein,taxon:224308,20191214,UniProt,,
UniProtKB,A0A2Z4M358,COI,,GO:0004129,GO_REF:0000002,IEA,InterPro:IPR000883|InterPro:IPR023616,F,Cytochrome c oxidase subunit 1,COI,protein,taxon:2243080,20191214,InterPro,,
UniProtKB,A0A2Z4M358,COI,,GO:0004129,GO_REF:0000003,IEA,EC:1.9.3.1,F,Cytochrome c oxidase subunit 1,COI,protein,taxon:2243080,20191214,UniProt,,
UniProtKB,A0A2Z4M358,COI,,GO:0005739,GO_REF:0000038,IEA,UniProtKB-KW:KW-0496,C,Cytochrome c oxidase subunit 1,COI,protein,taxon:2243080,20191214,UniProt,,
UniProtKB,A0A2Z4M358,COI,,GO:0005743,GO_REF:0000038,IEA,UniProtKB-KW:KW-0999,C,Cytochrome c oxidase subunit 1,COI,protein,taxon:2243080,20191214,UniProt,,
UniProtKB,A0A2Z4M358,COI,,GO:0005743,GO_REF:0000040,IEA,UniProtKB-SubCell:SL-0168,C,Cytochrome c oxidase subunit 1,COI,protein,taxon:2243080,20191214,UniProt,,
UniProtKB,A0A2Z4M358,COI,,GO:0006119,GO_REF:0000041,IEA,UniPathway:UPA00705,P,Cytochrome c oxidase subunit 1,COI,protein,taxon:2243080,20191214,UniProt,,
UniProtKB,A0A2Z4M358,COI,,GO:0009060,GO_REF:0000002,IEA,InterPro:IPR000883,P,Cytochrome c oxidase subunit 1,COI,protein,taxon:2243080,20191214,InterPro,,
UniProtKB,A0A2Z4M358,COI,,GO:0016020,GO_REF:0000038,IEA,UniProtKB-KW:KW-0472,C,Cytochrome c oxidase subunit 1,COI,protein,taxon:2243080,20191214,UniProt,,
UniProtKB,A0A2Z4M358,COI,,GO:0016021,GO_REF:0000002,IEA,InterPro:IPR000883,C,Cytochrome c oxidase subunit 1,COI,protein,taxon:2243080,20191214,InterPro,,
UniProtKB,A0A2Z4M358,COI,,GO:0016021,GO_REF:0000038,IEA,UniProtKB-KW:KW-0812,C,Cytochrome c oxidase subunit 1,COI,protein,taxon:2243080,20191214,UniProt,,
UniProtKB,A0A2Z4M358,COI,,GO:0016491,GO_REF:0000038,IEA,UniProtKB-KW:KW-0560,F,Cytochrome c oxidase subunit 1,COI,protein,taxon:2243080,20191214,UniProt,,
UniProtKB,A0A2Z4M358,COI,,GO:0020037,GO_REF:0000002,IEA,InterPro:IPR000883,F,Cytochrome c oxidase subunit 1,COI,protein,taxon:2243080,20191214,InterPro,,
UniProtKB,A0A2Z4M358,COI,,GO:0022900,GO_REF:0000108,IEA,GO:0004129,P,Cytochrome c oxidase subunit 1,COI,protein,taxon:2243080,20191215,GOC,,
UniProtKB,A0A2Z4M358,COI,,GO:0046872,GO_REF:0000038,IEA,UniProtKB-KW:KW-0479,F,Cytochrome c oxidase subunit 1,COI,protein,taxon:2243080,20191214,UniProt,,
UniProtKB,A0A2Z4M358,COI,,GO:0055114,GO_REF:0000002,IEA,InterPro:IPR000883|InterPro:IPR023616|InterPro:IPR036927,P,Cytochrome c oxidase subunit 1,COI,protein,taxon:2243080,20191214,InterPro,,
UniProtKB,A0A2Z4M358,COI,,GO:0055114,GO_REF:0000038,IEA,UniProtKB-KW:KW-0249,P,Cytochrome c oxidase subunit 1,COI,protein,taxon:2243080,20191214,UniProt,,
UniProtKB,A0A2Z4M358,COI,,GO:0055114,GO_REF:0000038,IEA,UniProtKB-KW:KW-0560,P,Cytochrome c oxidase subunit 1,COI,protein,taxon:2243080,20191214,UniProt,,
UniProtKB,A0A2Z4M358,COI,,GO:0070469,GO_REF:0000038,IEA,UniProtKB-KW:KW-0679,C,Cytochrome c oxidase subunit 1,COI,protein,taxon:2243080,20191214,UniProt,,
UniProtKB,A0A2Z4M358,COI,,GO:1902600,GO_REF:0000108,IEA,GO:0004129,P,Cytochrome c oxidase subunit 1,COI,protein,taxon:2243080,20191215,GOC,,
